family_members,family_country,country_name,region,income
US6902922B2,US,United States,Northern America,High income
US7220566B2,US,United States,Northern America,High income
US7605115B2,US,United States,Northern America,High income
US6905958B2,US,United States,Northern America,High income
US6797945B2,US,United States,Northern America,High income
US6906322B2,US,United States,Northern America,High income
US6927042B2,US,United States,Northern America,High income
US7129333B2,US,United States,Northern America,High income
US7183082B2,US,United States,Northern America,High income
US7199222B2,US,United States,Northern America,High income
US7217809B2,US,United States,Northern America,High income
US7238510B2,US,United States,Northern America,High income
US7262040B2,US,United States,Northern America,High income
US7432092B2,US,United States,Northern America,High income
US7524647B2,US,United States,Northern America,High income
US7560535B2,US,United States,Northern America,High income
US7825226B2,US,United States,Northern America,High income
US7834159B2,US,United States,Northern America,High income
US7910345B2,US,United States,Northern America,High income
US8071344B2,US,United States,Northern America,High income
US8114629B2,US,United States,Northern America,High income
US6936256B2,US,United States,Northern America,High income
US6627427B1,US,United States,Northern America,High income
US6939691B1,US,United States,Northern America,High income
US7011959B1,US,United States,Northern America,High income
US7291486B2,US,United States,Northern America,High income
US6943001B2,US,United States,Northern America,High income
US6979733B2,US,United States,Northern America,High income
US6946456B2,US,United States,Northern America,High income
US6946482B2,US,United States,Northern America,High income
US6946675B2,US,United States,Northern America,High income
US6953656B2,US,United States,Northern America,High income
US6953659B2,US,United States,Northern America,High income
US6958228B2,US,United States,Northern America,High income
US6958384B2,US,United States,Northern America,High income
US6961691B1,US,United States,Northern America,High income
US6660507B2,US,United States,Northern America,High income
US6689601B2,US,United States,Northern America,High income
US6818424B2,US,United States,Northern America,High income
US6958222B2,US,United States,Northern America,High income
US6969595B2,US,United States,Northern America,High income
US7056717B2,US,United States,Northern America,High income
US6977138B2,US,United States,Northern America,High income
US6977154B1,US,United States,Northern America,High income
US6977160B2,US,United States,Northern America,High income
US6977223B2,US,United States,Northern America,High income
US6982087B2,US,United States,Northern America,High income
US6989129B2,US,United States,Northern America,High income
US6989252B2,US,United States,Northern America,High income
US6989383B1,US,United States,Northern America,High income
US6994963B1,US,United States,Northern America,High income
US6168931B1,US,United States,Northern America,High income
US6337191B1,US,United States,Northern America,High income
US6994986B2,US,United States,Northern America,High income
US7007370B2,US,United States,Northern America,High income
US7724541B2,US,United States,Northern America,High income
US7026152B2,US,United States,Northern America,High income
US7030253B2,US,United States,Northern America,High income
US6524841B1,US,United States,Northern America,High income
US7033818B2,US,United States,Northern America,High income
US7034152B2,US,United States,Northern America,High income
US7541460B2,US,United States,Northern America,High income
US7550619B2,US,United States,Northern America,High income
US6353406B1,US,United States,Northern America,High income
US6483427B1,US,United States,Northern America,High income
US6812824B1,US,United States,Northern America,High income
US7037656B2,US,United States,Northern America,High income
US7411921B2,US,United States,Northern America,High income
US7037659B2,US,United States,Northern America,High income
US6548276B2,US,United States,Northern America,High income
US7041479B2,US,United States,Northern America,High income
US7042570B2,US,United States,Northern America,High income
US7049109B2,US,United States,Northern America,High income
US6838888B2,US,United States,Northern America,High income
US7051574B2,US,United States,Northern America,High income
US7059993B2,US,United States,Northern America,High income
US7063945B2,US,United States,Northern America,High income
US7566775B2,US,United States,Northern America,High income
US6896887B2,US,United States,Northern America,High income
US7067639B2,US,United States,Northern America,High income
US7541039B2,US,United States,Northern America,High income
US7858357B2,US,United States,Northern America,High income
US7070781B2,US,United States,Northern America,High income
US7485304B2,US,United States,Northern America,High income
US7070995B2,US,United States,Northern America,High income
US7265209B2,US,United States,Northern America,High income
US7354762B2,US,United States,Northern America,High income
US7446191B2,US,United States,Northern America,High income
US7072500B2,US,United States,Northern America,High income
US7074966B2,US,United States,Northern America,High income
US7078505B2,US,United States,Northern America,High income
US7083918B2,US,United States,Northern America,High income
US7083941B2,US,United States,Northern America,High income
US7083952B2,US,United States,Northern America,High income
US7084125B2,US,United States,Northern America,High income
US7074828B2,US,United States,Northern America,High income
US7084173B2,US,United States,Northern America,High income
US7473706B2,US,United States,Northern America,High income
US7524885B2,US,United States,Northern America,High income
US8202901B2,US,United States,Northern America,High income
US7092154B2,US,United States,Northern America,High income
US6200785B1,US,United States,Northern America,High income
US6746855B2,US,United States,Northern America,High income
US7094584B2,US,United States,Northern America,High income
US7435584B2,US,United States,Northern America,High income
US7981640B2,US,United States,Northern America,High income
US7026464B2,US,United States,Northern America,High income
US7098005B2,US,United States,Northern America,High income
US7098383B2,US,United States,Northern America,High income
US7105355B2,US,United States,Northern America,High income
US7381565B2,US,United States,Northern America,High income
US7112429B2,US,United States,Northern America,High income
US7115651B2,US,United States,Northern America,High income
US7120485B2,US,United States,Northern America,High income
US7122195B2,US,United States,Northern America,High income
US6706516B1,US,United States,Northern America,High income
US7122341B1,US,United States,Northern America,High income
US7129044B2,US,United States,Northern America,High income
US7482125B2,US,United States,Northern America,High income
US7129096B2,US,United States,Northern America,High income
US7129393B1,US,United States,Northern America,High income
US7129554B2,US,United States,Northern America,High income
US7211464B2,US,United States,Northern America,High income
US7256466B2,US,United States,Northern America,High income
US7301199B2,US,United States,Northern America,High income
US7385267B2,US,United States,Northern America,High income
US7476596B2,US,United States,Northern America,High income
US7595260B2,US,United States,Northern America,High income
US7619290B2,US,United States,Northern America,High income
US7666708B2,US,United States,Northern America,High income
US7911009B2,US,United States,Northern America,High income
US7915151B2,US,United States,Northern America,High income
US7956427B2,US,United States,Northern America,High income
US8153470B2,US,United States,Northern America,High income
US8399339B2,US,United States,Northern America,High income
US7135565B2,US,United States,Northern America,High income
US7138373B2,US,United States,Northern America,High income
US7109397B2,US,United States,Northern America,High income
US7138569B2,US,United States,Northern America,High income
US7220583B2,US,United States,Northern America,High income
US8716460B2,US,United States,Northern America,High income
US7141276B2,US,United States,Northern America,High income
US7117807B2,US,United States,Northern America,High income
US7143709B2,US,United States,Northern America,High income
US7650848B2,US,United States,Northern America,High income
US8997672B2,US,United States,Northern America,High income
US9016221B2,US,United States,Northern America,High income
US6784982B1,US,United States,Northern America,High income
US6867851B2,US,United States,Northern America,High income
US7145645B2,US,United States,Northern America,High income
US7146206B2,US,United States,Northern America,High income
US7148334B2,US,United States,Northern America,High income
US7150978B2,US,United States,Northern America,High income
US7151256B2,US,United States,Northern America,High income
US6479626B1,US,United States,Northern America,High income
US6903185B2,US,United States,Northern America,High income
US7153949B2,US,United States,Northern America,High income
US7595376B2,US,United States,Northern America,High income
US7928195B2,US,United States,Northern America,High income
US7157229B2,US,United States,Northern America,High income
US6444254B1,US,United States,Northern America,High income
US7163712B2,US,United States,Northern America,High income
US7919138B2,US,United States,Northern America,High income
US6677500B2,US,United States,Northern America,High income
US7169963B2,US,United States,Northern America,High income
US7172682B2,US,United States,Northern America,High income
US7172886B2,US,United States,Northern America,High income
US7192751B2,US,United States,Northern America,High income
US7622282B2,US,United States,Northern America,High income
US7622283B2,US,United States,Northern America,High income
US7667017B2,US,United States,Northern America,High income
US7736882B2,US,United States,Northern America,High income
US7915026B2,US,United States,Northern America,High income
US8288147B2,US,United States,Northern America,High income
US6352694B1,US,United States,Northern America,High income
US6534055B1,US,United States,Northern America,High income
US6685941B1,US,United States,Northern America,High income
US6887466B2,US,United States,Northern America,High income
US6905680B2,US,United States,Northern America,High income
US6905681B1,US,United States,Northern America,High income
US7144575B2,US,United States,Northern America,High income
US7175843B2,US,United States,Northern America,High income
US7232566B2,US,United States,Northern America,High income
US7479269B2,US,United States,Northern America,High income
US7183087B2,US,United States,Northern America,High income
US7183089B2,US,United States,Northern America,High income
US7670825B2,US,United States,Northern America,High income
US7183289B2,US,United States,Northern America,High income
US7655673B2,US,United States,Northern America,High income
US7183406B2,US,United States,Northern America,High income
US8008005B2,US,United States,Northern America,High income
US7186884B2,US,United States,Northern America,High income
US7189545B2,US,United States,Northern America,High income
US7189582B2,US,United States,Northern America,High income
US7193077B2,US,United States,Northern America,High income
US7148045B1,US,United States,Northern America,High income
US7198922B2,US,United States,Northern America,High income
US7202332B2,US,United States,Northern America,High income
US7705118B2,US,United States,Northern America,High income
US8071541B2,US,United States,Northern America,High income
US9221871B2,US,United States,Northern America,High income
US6835394B1,US,United States,Northern America,High income
US7217427B2,US,United States,Northern America,High income
US7867512B2,US,United States,Northern America,High income
US7220563B2,US,United States,Northern America,High income
US7226776B2,US,United States,Northern America,High income
US7229817B2,US,United States,Northern America,High income
US7232686B2,US,United States,Northern America,High income
US6194144B1,US,United States,Northern America,High income
US6197498B1,US,United States,Northern America,High income
US6221601B1,US,United States,Northern America,High income
US6221605B1,US,United States,Northern America,High income
US6225450B1,US,United States,Northern America,High income
US6235478B1,US,United States,Northern America,High income
US6238871B1,US,United States,Northern America,High income
US6258538B1,US,United States,Northern America,High income
US6268144B1,US,United States,Northern America,High income
US6277573B1,US,United States,Northern America,High income
US6300076B1,US,United States,Northern America,High income
US6428955B1,US,United States,Northern America,High income
US6500621B2,US,United States,Northern America,High income
US6569385B1,US,United States,Northern America,High income
US6589485B2,US,United States,Northern America,High income
US6602662B1,US,United States,Northern America,High income
US6818394B1,US,United States,Northern America,High income
US7074563B2,US,United States,Northern America,High income
US7198893B1,US,United States,Northern America,High income
US7232688B2,US,United States,Northern America,High income
US7285422B1,US,United States,Northern America,High income
US7390672B2,US,United States,Northern America,High income
US7419787B2,US,United States,Northern America,High income
US7501251B2,US,United States,Northern America,High income
US7759065B2,US,United States,Northern America,High income
US8821816B2,US,United States,Northern America,High income
US7238682B1,US,United States,Northern America,High income
US7271160B2,US,United States,Northern America,High income
US7238795B2,US,United States,Northern America,High income
US8057997B2,US,United States,Northern America,High income
US7241594B2,US,United States,Northern America,High income
US7572615B2,US,United States,Northern America,High income
US7244432B2,US,United States,Northern America,High income
US6893828B2,US,United States,Northern America,High income
US7244571B2,US,United States,Northern America,High income
US7435548B2,US,United States,Northern America,High income
US7250062B2,US,United States,Northern America,High income
US7252814B2,US,United States,Northern America,High income
US7253001B2,US,United States,Northern America,High income
US7253176B1,US,United States,Northern America,High income
US7262281B2,US,United States,Northern America,High income
US7267958B2,US,United States,Northern America,High income
US7318935B2,US,United States,Northern America,High income
US7329418B2,US,United States,Northern America,High income
US7427497B2,US,United States,Northern America,High income
US7622137B2,US,United States,Northern America,High income
US7625940B2,US,United States,Northern America,High income
US7713547B2,US,United States,Northern America,High income
US7780985B2,US,United States,Northern America,High income
US7838031B2,US,United States,Northern America,High income
US7846747B2,US,United States,Northern America,High income
US7879352B2,US,United States,Northern America,High income
US7988996B2,US,United States,Northern America,High income
US8034380B2,US,United States,Northern America,High income
US8158148B2,US,United States,Northern America,High income
US8506999B2,US,United States,Northern America,High income
US7276338B2,US,United States,Northern America,High income
US7604941B2,US,United States,Northern America,High income
US7276592B2,US,United States,Northern America,High income
US7282183B2,US,United States,Northern America,High income
US7291325B2,US,United States,Northern America,High income
US7294460B2,US,United States,Northern America,High income
US7297762B2,US,United States,Northern America,High income
US7495070B2,US,United States,Northern America,High income
US7300782B2,US,United States,Northern America,High income
US7302348B2,US,United States,Northern America,High income
US7303872B2,US,United States,Northern America,High income
US7309437B2,US,United States,Northern America,High income
US7311943B2,US,United States,Northern America,High income
US7563482B2,US,United States,Northern America,High income
US8227035B2,US,United States,Northern America,High income
US8465803B2,US,United States,Northern America,High income
US7312049B2,US,United States,Northern America,High income
US7318903B2,US,United States,Northern America,High income
US7332294B2,US,United States,Northern America,High income
US7332308B1,US,United States,Northern America,High income
US7820413B2,US,United States,Northern America,High income
US7332321B2,US,United States,Northern America,High income
US7338789B2,US,United States,Northern America,High income
US8357529B2,US,United States,Northern America,High income
US7338791B2,US,United States,Northern America,High income
US7807422B2,US,United States,Northern America,High income
US7341852B2,US,United States,Northern America,High income
US7345138B2,US,United States,Northern America,High income
US7349739B2,US,United States,Northern America,High income
US9616234B2,US,United States,Northern America,High income
US7350331B1,US,United States,Northern America,High income
US7351563B2,US,United States,Northern America,High income
US6713045B1,US,United States,Northern America,High income
US6713046B1,US,United States,Northern America,High income
US6770261B2,US,United States,Northern America,High income
US7354568B1,US,United States,Northern America,High income
US7364877B2,US,United States,Northern America,High income
US7364891B2,US,United States,Northern America,High income
US7365161B2,US,United States,Northern America,High income
US7964709B2,US,United States,Northern America,High income
US7371725B2,US,United States,Northern America,High income
US7374893B2,US,United States,Northern America,High income
US8969252B2,US,United States,Northern America,High income
US7375404B2,US,United States,Northern America,High income
US7381553B2,US,United States,Northern America,High income
US7592163B2,US,United States,Northern America,High income
US7384387B1,US,United States,Northern America,High income
US7148008B2,US,United States,Northern America,High income
US7384736B2,US,United States,Northern America,High income
US7393653B2,US,United States,Northern America,High income
US8017326B2,US,United States,Northern America,High income
US7393673B2,US,United States,Northern America,High income
US7396644B2,US,United States,Northern America,High income
US7399619B2,US,United States,Northern America,High income
US7241602B2,US,United States,Northern America,High income
US7402383B2,US,United States,Northern America,High income
US7402419B2,US,United States,Northern America,High income
US7407776B2,US,United States,Northern America,High income
US6858422B2,US,United States,Northern America,High income
US7407786B2,US,United States,Northern America,High income
US7408147B2,US,United States,Northern America,High income
US6713072B1,US,United States,Northern America,High income
US7410646B1,US,United States,Northern America,High income
US7423133B2,US,United States,Northern America,High income
US7425530B2,US,United States,Northern America,High income
US7427404B1,US,United States,Northern America,High income
US7666436B1,US,United States,Northern America,High income
US7427410B2,US,United States,Northern America,High income
US7427493B2,US,United States,Northern America,High income
US6987091B2,US,United States,Northern America,High income
US7432246B2,US,United States,Northern America,High income
US7741295B2,US,United States,Northern America,High income
US7435542B2,US,United States,Northern America,High income
US7446182B1,US,United States,Northern America,High income
US6906096B2,US,United States,Northern America,High income
US7455840B2,US,United States,Northern America,High income
US7462462B2,US,United States,Northern America,High income
US6689608B1,US,United States,Northern America,High income
US7462471B2,US,United States,Northern America,High income
US8110213B2,US,United States,Northern America,High income
US7470516B2,US,United States,Northern America,High income
US7470770B2,US,United States,Northern America,High income
US7473683B2,US,United States,Northern America,High income
US7473887B2,US,United States,Northern America,High income
US7476442B2,US,United States,Northern America,High income
US8357424B2,US,United States,Northern America,High income
US8563081B2,US,United States,Northern America,High income
US7482332B2,US,United States,Northern America,High income
US8323975B2,US,United States,Northern America,High income
US7485343B1,US,United States,Northern America,High income
US7488593B2,US,United States,Northern America,High income
US7960721B2,US,United States,Northern America,High income
US8088982B2,US,United States,Northern America,High income
US8283325B2,US,United States,Northern America,High income
US8372949B2,US,United States,Northern America,High income
US8859456B2,US,United States,Northern America,High income
US8865347B2,US,United States,Northern America,High income
US9559360B2,US,United States,Northern America,High income
US7488792B2,US,United States,Northern America,High income
US7491399B2,US,United States,Northern America,High income
US7494786B2,US,United States,Northern America,High income
US8206968B2,US,United States,Northern America,High income
US8470575B2,US,United States,Northern America,High income
US8969062B2,US,United States,Northern America,High income
US7495772B2,US,United States,Northern America,High income
US7498403B2,US,United States,Northern America,High income
US7498448B2,US,United States,Northern America,High income
US7501286B2,US,United States,Northern America,High income
US7501486B2,US,United States,Northern America,High income
US8637635B2,US,United States,Northern America,High income
US8987213B2,US,United States,Northern America,High income
US7504209B2,US,United States,Northern America,High income
US7504216B2,US,United States,Northern America,High income
US7144240B2,US,United States,Northern America,High income
US7507569B2,US,United States,Northern America,High income
US7507582B2,US,United States,Northern America,High income
US7507790B2,US,United States,Northern America,High income
US7208295B2,US,United States,Northern America,High income
US7510829B2,US,United States,Northern America,High income
US7754451B2,US,United States,Northern America,High income
US7514537B2,US,United States,Northern America,High income
US8324353B2,US,United States,Northern America,High income
US8497118B2,US,United States,Northern America,High income
US8822647B2,US,United States,Northern America,High income
US9217025B2,US,United States,Northern America,High income
US6219981B1,US,United States,Northern America,High income
US6261562B1,US,United States,Northern America,High income
US6262245B1,US,United States,Northern America,High income
US6329505B1,US,United States,Northern America,High income
US6395278B1,US,United States,Northern America,High income
US6465611B1,US,United States,Northern America,High income
US6613872B1,US,United States,Northern America,High income
US6620922B1,US,United States,Northern America,High income
US6630305B1,US,United States,Northern America,High income
US6657056B2,US,United States,Northern America,High income
US6664377B1,US,United States,Northern America,High income
US6759515B1,US,United States,Northern America,High income
US6800746B2,US,United States,Northern America,High income
US6818751B1,US,United States,Northern America,High income
US6887660B2,US,United States,Northern America,High income
US6894146B1,US,United States,Northern America,High income
US6943236B2,US,United States,Northern America,High income
US7008772B1,US,United States,Northern America,High income
US7033827B2,US,United States,Northern America,High income
US7048931B1,US,United States,Northern America,High income
US7074898B2,US,United States,Northern America,High income
US7202342B1,US,United States,Northern America,High income
US7270980B2,US,United States,Northern America,High income
US7517952B1,US,United States,Northern America,High income
US7939646B2,US,United States,Northern America,High income
US7524513B2,US,United States,Northern America,High income
US6852850B2,US,United States,Northern America,High income
US7435810B2,US,United States,Northern America,High income
US7524950B2,US,United States,Northern America,High income
US6348314B1,US,United States,Northern America,High income
US6350374B1,US,United States,Northern America,High income
US6458535B1,US,United States,Northern America,High income
US6555357B1,US,United States,Northern America,High income
US6562611B1,US,United States,Northern America,High income
US6635463B2,US,United States,Northern America,High income
US6638424B2,US,United States,Northern America,High income
US6692917B2,US,United States,Northern America,High income
US6706471B1,US,United States,Northern America,High income
US6759226B1,US,United States,Northern America,High income
US6780982B2,US,United States,Northern America,High income
US6872816B1,US,United States,Northern America,High income
US6875572B2,US,United States,Northern America,High income
US6913881B1,US,United States,Northern America,High income
US7001527B2,US,United States,Northern America,High income
US7011944B2,US,United States,Northern America,High income
US7045289B2,US,United States,Northern America,High income
US7122364B1,US,United States,Northern America,High income
US7150982B2,US,United States,Northern America,High income
US7195871B2,US,United States,Northern America,High income
US7256020B2,US,United States,Northern America,High income
US7306917B2,US,United States,Northern America,High income
US7354708B2,US,United States,Northern America,High income
US7381530B2,US,United States,Northern America,High income
US7384746B2,US,United States,Northern America,High income
US7407782B2,US,United States,Northern America,High income
US7432048B2,US,United States,Northern America,High income
US7482118B2,US,United States,Northern America,High income
US7514220B2,US,United States,Northern America,High income
US7527928B2,US,United States,Northern America,High income
US7541145B2,US,United States,Northern America,High income
US7588891B2,US,United States,Northern America,High income
US7638065B2,US,United States,Northern America,High income
US7678542B2,US,United States,Northern America,High income
US7807806B2,US,United States,Northern America,High income
US7820387B2,US,United States,Northern America,High income
US7829314B2,US,United States,Northern America,High income
US7935800B2,US,United States,Northern America,High income
US8063184B2,US,United States,Northern America,High income
US8182991B1,US,United States,Northern America,High income
US8288093B2,US,United States,Northern America,High income
US7531522B2,US,United States,Northern America,High income
US7534444B2,US,United States,Northern America,High income
US7538202B2,US,United States,Northern America,High income
US7544470B2,US,United States,Northern America,High income
US7550581B2,US,United States,Northern America,High income
US7556776B2,US,United States,Northern America,High income
US7560242B2,US,United States,Northern America,High income
US8188051B2,US,United States,Northern America,High income
US7560252B2,US,United States,Northern America,High income
US7560417B2,US,United States,Northern America,High income
US7563611B2,US,United States,Northern America,High income
US7572908B2,US,United States,Northern America,High income
US7585674B2,US,United States,Northern America,High income
US7595156B2,US,United States,Northern America,High income
US7595175B2,US,United States,Northern America,High income
US7596989B2,US,United States,Northern America,High income
US7598341B2,US,United States,Northern America,High income
US7601852B2,US,United States,Northern America,High income
US7604805B2,US,United States,Northern America,High income
US7604968B2,US,United States,Northern America,High income
US7608433B2,US,United States,Northern America,High income
US7611619B2,US,United States,Northern America,High income
US7169553B1,US,United States,Northern America,High income
US7612187B2,US,United States,Northern America,High income
US7847075B2,US,United States,Northern America,High income
US7618943B2,US,United States,Northern America,High income
US7622248B2,US,United States,Northern America,High income
US7625561B2,US,United States,Northern America,High income
US7625570B1,US,United States,Northern America,High income
US7625580B1,US,United States,Northern America,High income
US7626010B2,US,United States,Northern America,High income
US8624009B2,US,United States,Northern America,High income
US9137992B2,US,United States,Northern America,High income
US7629122B2,US,United States,Northern America,High income
US7642404B2,US,United States,Northern America,High income
US8193410B2,US,United States,Northern America,High income
US8604281B2,US,United States,Northern America,High income
US6667700B1,US,United States,Northern America,High income
US6828925B2,US,United States,Northern America,High income
US6961009B2,US,United States,Northern America,High income
US7116249B2,US,United States,Northern America,High income
US7120666B2,US,United States,Northern America,High income
US7318100B2,US,United States,Northern America,High income
US7428573B2,US,United States,Northern America,High income
US7477166B2,US,United States,Northern America,High income
US7645576B2,US,United States,Northern America,High income
US7650416B2,US,United States,Northern America,High income
US7849134B2,US,United States,Northern America,High income
US7852237B2,US,United States,Northern America,High income
US7853699B2,US,United States,Northern America,High income
US7953869B2,US,United States,Northern America,High income
US8069225B2,US,United States,Northern America,High income
US8176186B2,US,United States,Northern America,High income
US8271688B2,US,United States,Northern America,High income
US8312101B2,US,United States,Northern America,High income
US8316118B1,US,United States,Northern America,High income
US8321580B2,US,United States,Northern America,High income
US8364815B2,US,United States,Northern America,High income
US8402085B2,US,United States,Northern America,High income
US8411570B2,US,United States,Northern America,High income
US8473620B2,US,United States,Northern America,High income
US8508389B2,US,United States,Northern America,High income
US8635346B2,US,United States,Northern America,High income
US8671205B2,US,United States,Northern America,High income
US8762455B2,US,United States,Northern America,High income
US8856222B2,US,United States,Northern America,High income
US8938553B2,US,United States,Northern America,High income
US9007912B2,US,United States,Northern America,High income
US9009252B2,US,United States,Northern America,High income
US9124666B2,US,United States,Northern America,High income
US9172620B2,US,United States,Northern America,High income
US7648996B2,US,United States,Northern America,High income
US8008318B2,US,United States,Northern America,High income
US7651855B2,US,United States,Northern America,High income
US8129185B2,US,United States,Northern America,High income
US9181526B2,US,United States,Northern America,High income
US7655413B2,US,United States,Northern America,High income
US7659097B2,US,United States,Northern America,High income
US7854774B2,US,United States,Northern America,High income
US9200296B2,US,United States,Northern America,High income
US9765363B1,US,United States,Northern America,High income
US7662552B2,US,United States,Northern America,High income
US7666391B2,US,United States,Northern America,High income
US7670787B2,US,United States,Northern America,High income
US7670831B2,US,United States,Northern America,High income
US7680601B1,US,United States,Northern America,High income
US7683159B2,US,United States,Northern America,High income
US7048949B2,US,United States,Northern America,High income
US7083958B2,US,United States,Northern America,High income
US7575763B2,US,United States,Northern America,High income
US7592008B2,US,United States,Northern America,High income
US7622437B2,US,United States,Northern America,High income
US7662410B2,US,United States,Northern America,High income
US7691414B2,US,United States,Northern America,High income
US7691576B2,US,United States,Northern America,High income
US8133673B2,US,United States,Northern America,High income
US7226768B2,US,United States,Northern America,High income
US7691616B2,US,United States,Northern America,High income
US8076114B2,US,United States,Northern America,High income
US8367386B2,US,United States,Northern America,High income
US8722371B2,US,United States,Northern America,High income
US9322001B2,US,United States,Northern America,High income
US7692012B2,US,United States,Northern America,High income
US7696333B1,US,United States,Northern America,High income
US7700325B2,US,United States,Northern America,High income
US8318460B2,US,United States,Northern America,High income
US8501443B2,US,United States,Northern America,High income
US7704690B2,US,United States,Northern America,High income
US7704705B2,US,United States,Northern America,High income
US7709133B2,US,United States,Northern America,High income
US8062868B2,US,United States,Northern America,High income
US7709259B2,US,United States,Northern America,High income
US7711490B2,US,United States,Northern America,High income
US8086414B2,US,United States,Northern America,High income
US7713778B2,US,United States,Northern America,High income
US7713927B2,US,United States,Northern America,High income
US8609608B2,US,United States,Northern America,High income
US7718410B2,US,United States,Northern America,High income
US7824893B2,US,United States,Northern America,High income
US7722824B2,US,United States,Northern America,High income
US7722894B2,US,United States,Northern America,High income
US7723069B2,US,United States,Northern America,High income
US7723077B2,US,United States,Northern America,High income
US9534251B2,US,United States,Northern America,High income
US7723574B2,US,United States,Northern America,High income
US7732174B2,US,United States,Northern America,High income
US6172197B1,US,United States,Northern America,High income
US6225447B1,US,United States,Northern America,High income
US6291650B1,US,United States,Northern America,High income
US6492160B1,US,United States,Northern America,High income
US6521404B1,US,United States,Northern America,High income
US6544731B1,US,United States,Northern America,High income
US6555313B1,US,United States,Northern America,High income
US6582915B1,US,United States,Northern America,High income
US6593081B1,US,United States,Northern America,High income
US6806079B1,US,United States,Northern America,High income
US6916605B1,US,United States,Northern America,High income
US7063943B1,US,United States,Northern America,High income
US7195866B2,US,United States,Northern America,High income
US7635666B1,US,United States,Northern America,High income
US7662557B2,US,United States,Northern America,High income
US7723270B1,US,United States,Northern America,High income
US7732377B2,US,United States,Northern America,High income
US7734420B2,US,United States,Northern America,High income
US7869957B2,US,United States,Northern America,High income
US7734423B2,US,United States,Northern America,High income
US7736884B2,US,United States,Northern America,High income
US7695932B2,US,United States,Northern America,High income
US7741070B2,US,United States,Northern America,High income
US7741130B2,US,United States,Northern America,High income
US7741294B1,US,United States,Northern America,High income
US7745108B2,US,United States,Northern America,High income
US7745417B2,US,United States,Northern America,High income
US7745473B2,US,United States,Northern America,High income
US7747390B2,US,United States,Northern America,High income
US7749366B2,US,United States,Northern America,High income
US7751981B2,US,United States,Northern America,High income
US8170852B2,US,United States,Northern America,High income
US7752540B2,US,United States,Northern America,High income
US7759129B2,US,United States,Northern America,High income
US7772390B1,US,United States,Northern America,High income
US7772543B2,US,United States,Northern America,High income
US7850829B2,US,United States,Northern America,High income
US7776535B2,US,United States,Northern America,High income
US7781165B2,US,United States,Northern America,High income
US7785847B2,US,United States,Northern America,High income
US7788041B2,US,United States,Northern America,High income
US7790374B2,US,United States,Northern America,High income
US7790387B2,US,United States,Northern America,High income
US7790424B2,US,United States,Northern America,High income
US7790436B2,US,United States,Northern America,High income
US7793787B2,US,United States,Northern America,High income
US7794936B1,US,United States,Northern America,High income
US7797647B2,US,United States,Northern America,High income
US6436635B1,US,United States,Northern America,High income
US6991903B2,US,United States,Northern America,High income
US7319003B2,US,United States,Northern America,High income
US7803529B1,US,United States,Northern America,High income
US8758995B2,US,United States,Northern America,High income
US7803542B2,US,United States,Northern America,High income
US7803587B2,US,United States,Northern America,High income
US7803808B2,US,United States,Northern America,High income
US7805252B2,US,United States,Northern America,High income
US7820227B2,US,United States,Northern America,High income
US7820412B2,US,United States,Northern America,High income
US7822782B2,US,United States,Northern America,High income
US7829322B2,US,United States,Northern America,High income
US7833784B2,US,United States,Northern America,High income
US7834038B2,US,United States,Northern America,High income
US7838243B2,US,United States,Northern America,High income
US7846688B2,US,United States,Northern America,High income
US7846874B2,US,United States,Northern America,High income
US7846891B2,US,United States,Northern America,High income
US7846895B2,US,United States,Northern America,High income
US8680058B2,US,United States,Northern America,High income
US9351490B2,US,United States,Northern America,High income
US7851196B2,US,United States,Northern America,High income
US7855192B2,US,United States,Northern America,High income
US7855281B2,US,United States,Northern America,High income
US7858965B2,US,United States,Northern America,High income
US7862829B2,US,United States,Northern America,High income
US8821897B2,US,United States,Northern America,High income
US7524664B2,US,United States,Northern America,High income
US7863030B2,US,United States,Northern America,High income
US8343744B2,US,United States,Northern America,High income
US8741616B2,US,United States,Northern America,High income
US9145549B2,US,United States,Northern America,High income
US7863045B2,US,United States,Northern America,High income
US7875463B2,US,United States,Northern America,High income
US7879580B2,US,United States,Northern America,High income
US7932025B2,US,United States,Northern America,High income
US8206952B2,US,United States,Northern America,High income
US8263335B2,US,United States,Northern America,High income
US8507226B2,US,United States,Northern America,High income
US9499848B2,US,United States,Northern America,High income
US7879590B2,US,United States,Northern America,High income
US7790010B2,US,United States,Northern America,High income
US7883615B2,US,United States,Northern America,High income
US7888095B2,US,United States,Northern America,High income
US7888516B2,US,United States,Northern America,High income
US7889954B2,US,United States,Northern America,High income
US7892804B2,US,United States,Northern America,High income
US8114638B2,US,United States,Northern America,High income
US7238508B2,US,United States,Northern America,High income
US7893234B2,US,United States,Northern America,High income
US7897366B2,US,United States,Northern America,High income
US7897369B2,US,United States,Northern America,High income
US7897608B2,US,United States,Northern America,High income
US7897747B2,US,United States,Northern America,High income
US8795968B2,US,United States,Northern America,High income
US7420366B1,US,United States,Northern America,High income
US7714671B1,US,United States,Northern America,High income
US7777535B1,US,United States,Northern America,High income
US7898250B2,US,United States,Northern America,High income
US7902931B1,US,United States,Northern America,High income
US8049570B1,US,United States,Northern America,High income
US8165557B1,US,United States,Northern America,High income
US7914987B2,US,United States,Northern America,High income
US8580504B2,US,United States,Northern America,High income
US7919610B2,US,United States,Northern America,High income
